ID,Name,Handle,TweetText,TweetCreateTime,TweetURL,ReplyCount,QuoteCount,RetweetCount,LikeCount,BookmarkCount,Views,AllImageURL,VideoURL,Bio,CanDM,AccountCreateDate,Location,FollowersCount,FollowingCount,TotalFavouritesByUser,MediaCount,ProfileBannerURL,ProfileURL,AvatarURL,PostCount,Verified,IsBlueVerified
1797148842330095710,Gamer's Laboratory,@GamerLaboratory,"@PlayStation A few decent games here, the most disappointing game here is Concord (was expecting a single player aspect to it)",2024-06-02 08:10:48,https://x.com/GamerLaboratory/status/1797148842330095710,0,0,0,1,0,95,,,"Gamer / Developer / Geek

I make things make sense",false,2021-04-10 04:53:29,United Kingdom (UK),72,163,928,133,https://pbs.twimg.com/profile_banners/1380715374686130180/1701759736,https://x.com/GamerLaboratory,https://pbs.twimg.com/profile_images/1380716760148627456/GJUZgZ6g_normal.jpg,1293,false,false
1796719687885099276,William Birkin,@STARS_Alpha2236,@PlayStation So you have nothing decent. Pathetic,2024-06-01 03:45:29,https://x.com/STARS_Alpha2236/status/1796719687885099276,0,0,0,1,0,109,,,“Obedience breeds discipline. Discipline breeds unity. Unity breeds power. Power is life.”,true,2016-11-13 21:24:21,,154,104,20508,777,https://pbs.twimg.com/profile_banners/797882813244702720/1628537323,https://x.com/STARS_Alpha2236,https://pbs.twimg.com/profile_images/1424815265280413699/NHVaHC0__normal.jpg,4988,false,false
1796637295392465073,Byron,@Byron34197353,"@PlayStation Concord will be a huge failure and is DOA. Obviously the developers learnt nothing from the DEI woke Suicide Squad KTJL, and have gone down the same path with their characters. Game should be delayed and completely rewritten",2024-05-31 22:18:05,https://x.com/Byron34197353/status/1796637295392465073,0,0,0,0,0,51,,,"Psychologist specialising in Behaviour Analysis, a football fan and gamer",false,2019-12-05 20:45:40,"Scotland, United Kingdom",202,345,2532,2,,https://x.com/Byron34197353,https://pbs.twimg.com/profile_images/1202660928355020802/xLkI2yUj_normal.jpg,2055,false,false
1797326889272406191,👑 Ace,@Ace8924,@PlayStation @PlayStation Are guys working on another Everybody's Golf? I hope so.,2024-06-02 19:58:17,https://x.com/Ace8924/status/1797326889272406191,0,0,0,1,0,69,,,"If people don't like you, for you being yourself then FUCK EM!🖕🏾| 🔞NSFW🔞 |🍃💨420💨🍃 | 🎮Gamer 4️⃣ Life🎮 - 🕹I Own All Consoles🕹 |
❄Team Mystic❄ (Lvl 46)",true,2010-02-23 15:38:42,"Bronx, New York",418,918,34945,6589,https://pbs.twimg.com/profile_banners/116754610/1668657877,https://x.com/Ace8924,https://pbs.twimg.com/profile_images/1308987711374741505/CIYV8gYK_normal.jpg,40454,false,false
1796649080996671795,Robin Kole,@kole_robin,"@PlayStation Going for Silent hill 2 remake. 

But it is sad to see Sony diverge resources for the live service Concord. A game nobody wants. 

Bungie has so much potential to make a robust Single player game. What a waste.",2024-05-31 23:04:55,https://x.com/kole_robin/status/1796649080996671795,0,0,0,1,0,150,,,Just a gamer.,false,2020-07-26 10:36:53,,6,76,150,151,https://pbs.twimg.com/profile_banners/1287305749388042240/1602757947,https://x.com/kole_robin,https://pbs.twimg.com/profile_images/1318223407259987968/7fk6sgq3_normal.jpg,537,false,false
1796647102485041153,CurtRich,@rft3ft,@PlayStation Excited for Astro Bot and Dynasty Warriors!,2024-05-31 22:57:03,https://x.com/rft3ft/status/1796647102485041153,0,0,0,2,0,76,,,"Love to hike and be outdoors. Gamer. Star Wars KOTOR, Assassin's  Creed, Final Fantasy and the Witcher fan. 🇺🇦 🇮🇱",false,2016-07-23 22:49:11,🇩🇪,202,747,29220,1080,https://pbs.twimg.com/profile_banners/756954331618742272/1673482888,https://x.com/rft3ft,https://pbs.twimg.com/profile_images/1725687284547375104/8SRqIf1g_normal.jpg,18881,false,false
1796629090923123032,High Marshal Grimhelistin,@HMGrimhelistin,"@PlayStation Nothing im interested in, but I hope everyone enjoys the new games",2024-05-31 21:45:29,https://x.com/HMGrimhelistin/status/1796629090923123032,0,0,0,1,0,322,,,video game & warhammer plus everything nerdy,true,2020-07-26 12:40:48,,75,243,5910,468,https://pbs.twimg.com/profile_banners/1287337001746747392/1698695207,https://x.com/HMGrimhelistin,https://pbs.twimg.com/profile_images/1719078412881735680/jeSHcH9B_normal.jpg,3293,false,false
1796780945808261558,T3,@TeeeeThree,@PlayStation ReCRAp,2024-06-01 07:48:54,https://x.com/TeeeeThree/status/1796780945808261558,0,0,0,0,0,10,,,"people like the truth, until they hear it.",false,2022-11-30 23:41:17,,30,81,963,62,https://pbs.twimg.com/profile_banners/1598069588201275396/1705381208,https://x.com/TeeeeThree,https://pbs.twimg.com/profile_images/1749996736863784960/2CgBP_jL_normal.jpg,3177,false,false
1796628797887799681,It never hurts me more than it hurts you.,@themediamessngr,@PlayStation Overall pretty med showcase yesterday.,2024-05-31 21:44:19,https://x.com/themediamessngr/status/1796628797887799681,0,0,0,2,0,417,,,"God, Country, Corps 🇺🇸 

Everybody selling dreams I'm too cheap to buy one. Parody account.",false,2020-06-12 20:27:31,Outside of the major city.,1573,263,45778,4175,https://pbs.twimg.com/profile_banners/1271509388319170562/1707185643,https://x.com/themediamessngr,https://pbs.twimg.com/profile_images/1781435675608256512/Qh-IqLbO_normal.jpg,23412,false,false
1796643407248396661,🅐🅝🅓🅨,@__N__D__Y__,"@PlayStation Astro Bot
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮
🚮",2024-05-31 22:42:22,https://x.com/__N__D__Y__/status/1796643407248396661,5,0,0,1,0,334,,,#MUFC Official Zafira Añejo affiliate. Picture isn’t me,false,2009-03-08 15:04:14,United Kingdom,146,468,4664,122,https://pbs.twimg.com/profile_banners/23306082/1670356324,https://x.com/__N__D__Y__,https://pbs.twimg.com/profile_images/1349147495427923970/EvDZhwb8_normal.jpg,1975,false,false
1796653007133938041,Johnny Saigon 💙,@JohnnySaigon,"@PlayStation As usual, Astro is the hero we needed, but not the hero we deserved... https://t.co/NuZY6gX7PN",2024-05-31 23:20:31,https://x.com/JohnnySaigon/status/1796653007133938041,0,0,0,1,0,57,https://pbs.twimg.com/tweet_video_thumb/GO7-YkcbEAEiZf6.jpg,undefined,"https://t.co/HmJH4GJ1sf
Subscribe 4 Vietnam videos - travel/food/people

Photog/Soccer Player/Wanderluster/BillsMafia 💙❤️ - https://t.co/jPBbp7lwMv",true,2011-02-07 01:45:31,Saigon/Bangkok/Sydney/Waikiki,1058,1027,116101,10708,https://pbs.twimg.com/profile_banners/248419273/1686470965,https://x.com/JohnnySaigon,https://pbs.twimg.com/profile_images/1747048382592651264/LiffAyo4_normal.jpg,22098,false,false
1796655687872770297,Caleb Ozbirn,@caleb_ozbirn,@PlayStation TLDR; 🗑,2024-05-31 23:31:10,https://x.com/caleb_ozbirn/status/1796655687872770297,0,0,0,2,0,182,,,,false,2022-03-08 19:49:29,"The Sip , USA",443,578,40483,124,,https://x.com/caleb_ozbirn,https://pbs.twimg.com/profile_images/1735847525125435392/rYtZWYXS_normal.jpg,4833,false,false
1796639369589362947,Firebreather451,@Firebreather452,"@PlayStation Alien VR is a dream come true. Pulse rifle, motion tracker, claustrophobic atmosphere, aliens lurking in the dark...all on PSVR2!!! Too good",2024-05-31 22:26:20,https://x.com/Firebreather452/status/1796639369589362947,0,0,0,4,0,156,,,"Firefighter, CrossFit, Jiu Jitsu, Ducati Monster S4R 2007, PS5, Switch OLED, gaming since the Atari days",true,2020-06-21 01:19:04,,565,2347,84094,659,https://pbs.twimg.com/profile_banners/1274481867358494721/1707273191,https://x.com/Firebreather452,https://pbs.twimg.com/profile_images/1642359555408695296/yU2DFDjH_normal.jpg,23190,false,false
1796628884701565272,Furball,@Furry_Wall,@PlayStation Concord looks so bad,2024-05-31 21:44:40,https://x.com/Furry_Wall/status/1796628884701565272,1,0,0,2,0,720,,,"@TIME Magazine Person of the Year 2006 | @FOHClan |
 🏆 Platinum Trophy Hunter 🎮 | Certified Public Accountant",false,2013-11-22 04:28:09,Prifddinas,1622,869,181469,3411,https://pbs.twimg.com/profile_banners/2208172034/1694751740,https://x.com/Furry_Wall,https://pbs.twimg.com/profile_images/1702523746236469248/Zdbq-zDq_normal.png,56764,false,false
1796678366197899346,LightShadowOnyx,@LightShadowOnyx,"@PlayStation astro
dynasty warrior
monster hunter
ballad of antara
where winds meet
poe 2",2024-06-01 01:01:17,https://x.com/LightShadowOnyx/status/1796678366197899346,5,0,0,2,0,433,,,"I am a gamer play nintendo games, playstation games, xbox games, few mobile games(FE heroes, FGO, Azur Lane). Fire Emblem has my attention right now.",true,2015-01-23 07:35:05,"vancouver, usa",276,125,563,7211,https://pbs.twimg.com/profile_banners/2993706412/1717642599,https://x.com/LightShadowOnyx,https://pbs.twimg.com/profile_images/1798549531182972928/oE5rd_Mi_normal.jpg,62123,false,false
1796636901912334646,Guiding Light Novelworks,@GuidinglightNw,"@PlayStation Ballad Of Antara MIGHT be interesting, Behemoth looks great but doesn't justify the expense on a VR headset, Monster Hunter Wilds needs more shown, and Astro Bot is adorable. Everything else either meh or pointless. There are far more deserving remake candidates than Until Dawn.",2024-05-31 22:16:31,https://x.com/GuidinglightNw/status/1796636901912334646,0,0,0,1,0,234,,,"The official Twitter of Guiding Light Novelworks. Follow us for updates on new releases, free stuff, maybe the occasional giveaway.",false,2021-10-11 16:52:43,Reino Unido,2162,4719,6994,3038,https://pbs.twimg.com/profile_banners/1447575868516323329/1633965683,https://x.com/GuidinglightNw,https://pbs.twimg.com/profile_images/1447576003686043656/QNhP4yAT_normal.png,20244,false,false
1796635472099164561,Stuart Rae,@sturae229,@PlayStation No PSVR2 for Astrobot is terrible. £500 in the bin,2024-05-31 22:10:51,https://x.com/sturae229/status/1796635472099164561,2,0,1,6,0,618,,,"AVFC, Movies, MMA. Games. instagram : @sturae229",false,2013-01-28 21:37:04,"Manchester, England",1306,646,59982,401,https://pbs.twimg.com/profile_banners/1129002828/1490277406,https://x.com/sturae229,https://pbs.twimg.com/profile_images/1681291288774160386/PFjzXAsF_normal.jpg,33453,false,false
1796665352115392695,Rodan 🕹️ $RCADE,@Rottenrodan,@PlayStation Horrible state of play. Astro bot will be great/incredible but for exclusives that's it. Shame.,2024-06-01 00:09:35,https://x.com/Rottenrodan/status/1796665352115392695,0,0,0,4,0,208,,,"⚡ NFTS ⚡Crypto ⚡ Sports ⚡  
  ⚡Web 3 Dreamer ⚡Avid backpacker ⚡",true,2021-07-19 04:47:33,,2511,5064,13743,218,https://pbs.twimg.com/profile_banners/1416952797283692544/1674613996,https://x.com/Rottenrodan,https://pbs.twimg.com/profile_images/1774169993665449985/1KGyilqD_normal.jpg,7731,false,false
1796628614500200524,jfroggy,@jfroggy3,@PlayStation We need Bloodborne Remastered @PlayStation or you will be cursed to never have another good games showcase again,2024-05-31 21:43:36,https://x.com/jfroggy3/status/1796628614500200524,1,0,0,6,0,655,,,,false,2019-05-28 03:49:13,,28,86,5601,113,,https://x.com/jfroggy3,https://pbs.twimg.com/profile_images/1133194712674914305/-o3ElqMZ_normal.jpg,1144,false,false
1797069426526666977,PS Garen 🎮,@PS_Garen,@PlayStation Days Gone 2??,2024-06-02 02:55:13,https://x.com/PS_Garen/status/1797069426526666977,0,0,0,0,0,51,,,•Old School  •Singleplayer  •Cinéfilo,false,2022-02-11 04:05:56,PSN: PS_Garen,134,242,2383,507,https://pbs.twimg.com/profile_banners/1491956513849630725/1652656395,https://x.com/PS_Garen,https://pbs.twimg.com/profile_images/1736807333974392832/W7udzVGX_normal.jpg,1856,false,false
1796779844560212130,RaM KaY❼,@RamKaY_,@PlayStation 🚮🚮🚮🚮🚮🚮🚮,2024-06-01 07:44:32,https://x.com/RamKaY_/status/1796779844560212130,0,0,0,0,0,44,,,Me....Just Me,true,2018-04-16 02:21:35,,185,1233,7729,1812,https://pbs.twimg.com/profile_banners/985674527911895041/1523839865,https://x.com/RamKaY_,https://pbs.twimg.com/profile_images/1780981173281320960/HJWHtSHv_normal.jpg,20079,false,false
1797013035858469177,Dino,@CocquytDimitri,@PlayStation I was planning on finally buying a ps5 this year but seeing this i'll stick to my ps4,2024-06-01 23:11:09,https://x.com/CocquytDimitri/status/1797013035858469177,0,0,0,0,0,38,,,single father,false,2015-12-13 11:42:05,Bassevelde,102,377,207,5,,https://x.com/CocquytDimitri,https://pbs.twimg.com/profile_images/1534681219643936773/YJ_XxDRk_normal.jpg,385,false,false
1796908290200465470,Rafa M,@MRafamorsa,@PlayStation Finally an Astro Bot full game for PS5!! 👍🏻 My daughter loves it.,2024-06-01 16:14:55,https://x.com/MRafamorsa/status/1796908290200465470,0,0,0,0,0,32,,,,false,2014-10-10 01:48:41,"Torreón, Coahuila de Zaragoza",200,308,132181,189,,https://x.com/MRafamorsa,https://pbs.twimg.com/profile_images/578764188627042304/hEVu1ge7_normal.jpeg,2989,false,false
1797169444361322508,JohnWolf,@johnwolf2007,@PlayStation Can't wait for Astro bot! https://t.co/ENgyzNPV9l,2024-06-02 09:32:39,https://x.com/johnwolf2007/status/1797169444361322508,0,0,0,1,0,41,https://pbs.twimg.com/tweet_video_thumb/GPDUFMjXYAATPYj.jpg,undefined,"Multifandom/Beginner Artist/
BIG Sonic fan",true,2021-10-15 23:56:03,"Windy Valley ",85,384,27118,506,,https://x.com/johnwolf2007,https://pbs.twimg.com/profile_images/1468631164684546053/QuA9Ia6Q_normal.jpg,3409,false,false
1797220437568454888,Alexander White 🏳️‍🌈🏳️‍🌈,@alexwhite1512,@PlayStation Nothing amazing then,2024-06-02 12:55:17,https://x.com/alexwhite1512/status/1797220437568454888,0,0,0,1,0,18,,,29 years old Bucks New University BSc Computing graduate. Work as Warehouse Administrator @ Airpart Supply,false,2010-05-25 20:23:59,Loudwater,392,3374,38766,261,https://pbs.twimg.com/profile_banners/148052685/1662662486,https://x.com/alexwhite1512,https://pbs.twimg.com/profile_images/1567946015449223179/GfZIx8lM_normal.jpg,14106,false,false
1796629031120425274,Liam Rogers,@liam_rogerz,@PlayStation If I was the concord publisher I would be cutting my losses and putting that dev team on something new. Even if it's like 80% done,2024-05-31 21:45:15,https://x.com/liam_rogerz/status/1796629031120425274,1,0,0,0,0,520,,,,true,2009-08-28 05:12:37,,56,10,56,8,https://pbs.twimg.com/profile_banners/69489342/1713408562,https://x.com/liam_rogerz,https://pbs.twimg.com/profile_images/1780790694212255745/8j4RyxD1_normal.jpg,1156,false,false
1796628523060170770,YANk,@Yann12C,@PlayStation PS Showcase when ?!,2024-05-31 21:43:14,https://x.com/Yann12C/status/1796628523060170770,1,0,0,0,0,882,,,"▫️Compte qui relaye et discute de l'actu #PlayStation ℹ️ 
▫️PS Studios / Horizon / Star Wars / SnK fan ❤️ 
▫️Trophies Hunter: 149 Platinum 🏆",false,2012-04-07 10:46:56,Suisse,593,216,32902,1575,https://pbs.twimg.com/profile_banners/547450733/1682274290,https://x.com/Yann12C,https://pbs.twimg.com/profile_images/1796955084871327744/Wcd8P9Z4_normal.jpg,31607,false,false
1796631015403696505,Forbidden West 🏹 ❄️,@Fra_Lu77,@PlayStation https://t.co/eeCfTB6FKD,2024-05-31 21:53:08,https://x.com/Fra_Lu77/status/1796631015403696505,0,0,0,0,0,54,https://pbs.twimg.com/tweet_video_thumb/GO7qYcQW8AEA6-n.jpg,undefined,🇮🇹 🏹,false,2017-10-23 12:27:56,Italia,291,403,31704,7849,https://pbs.twimg.com/profile_banners/922409247794782210/1645623293,https://x.com/Fra_Lu77,https://pbs.twimg.com/profile_images/1492185787290562560/jbnPrmgE_normal.jpg,43469,false,false
1796641875056599042,Gizelle Money,@GizelleMoney,@PlayStation Dynasty Warriors Origins ❤️,2024-05-31 22:36:17,https://x.com/GizelleMoney/status/1796641875056599042,0,0,0,0,0,608,,,Working on my first novel 📚 | Gamer 🎮 | Lover of laughter | Tech enthusiast | Occasional streamer sharing wild conversations,false,2011-01-28 03:21:08,"Alphabet City, New York",2075,1625,9714,934,https://pbs.twimg.com/profile_banners/243889458/1587869675,https://x.com/GizelleMoney,https://pbs.twimg.com/profile_images/1796583139902410752/idtK5G-9_normal.jpg,7228,false,false
1796919029480767855,Peter Reed,@peterreedjourno,@PlayStation Summed up: Everyone wants Astro Bot and Monster Hunter and the rest can get in the bin,2024-06-01 16:57:36,https://x.com/peterreedjourno/status/1796919029480767855,5,0,0,1,0,151,,,Breakfast Producer @bbcsheffield // got a story? Email: peter.reed01@bbc.co.uk,false,2019-09-30 19:32:36,"Doncaster, England",959,2386,3093,151,https://pbs.twimg.com/profile_banners/1178724297919074304/1653029584,https://x.com/peterreedjourno,https://pbs.twimg.com/profile_images/1535178470678007809/WhMm6qer_normal.jpg,1903,false,false
1796633597748908314,Ekane,@TheEkane1,@PlayStation Why is God of war PC version announced at a state of play for PlayStation? What value does it add to the regular PlayStation user?,2024-05-31 22:03:24,https://x.com/TheEkane1/status/1796633597748908314,2,0,0,3,0,270,,,,false,2021-09-13 13:27:25,,4,56,163,3,,https://x.com/TheEkane1,https://pbs.twimg.com/profile_images/1450505327275806725/RBI5JsMF_normal.jpg,105,false,false
1796942580216631358,Kelty,@Keltimus,@PlayStation Missing SOCOM,2024-06-01 18:31:11,https://x.com/Keltimus/status/1796942580216631358,0,0,0,1,0,38,,,"USAF Retired, Pleased to meet you. Hope you guess my name",false,2015-10-06 05:45:53,"Maryland, USA",152,164,13277,512,https://pbs.twimg.com/profile_banners/3877006467/1622409583,https://x.com/Keltimus,https://pbs.twimg.com/profile_images/1579448358174957568/Pm8OwRUj_normal.jpg,4287,false,false
1797298007039263176,Donaldo2098,@donaldo2098,@PlayStation Think monster Hunter and Astro bot were the only 2 I got excited for,2024-06-02 18:03:31,https://x.com/donaldo2098/status/1797298007039263176,0,0,0,1,0,50,,,,false,2018-10-08 00:12:45,,126,342,18687,535,https://pbs.twimg.com/profile_banners/1049059983428636672/1607202448,https://x.com/donaldo2098,https://pbs.twimg.com/profile_images/1802102893341761536/Ez7zW-1I_normal.jpg,3091,false,false
1796650932395979078,Chriz Taylor,@ChrizTaylor,"@PlayStation WHERE ARE THE HYBRID GAMES?

WHERE IS ASTRO BOT PSVR2?",2024-05-31 23:12:17,https://x.com/ChrizTaylor/status/1796650932395979078,0,0,0,2,0,49,,,https://t.co/SYL91JFrfB,false,2010-02-04 20:33:15,Villayork !,412,1237,21312,662,https://pbs.twimg.com/profile_banners/111380211/1394570430,https://x.com/ChrizTaylor,https://pbs.twimg.com/profile_images/1337451316117983235/Vl6ns9Du_normal.jpg,7827,false,false
1796628190594482248,ITS STEVEO,@mc_steveo87,@PlayStation Astro bot was the only gd thing on it,2024-05-31 21:41:55,https://x.com/mc_steveo87/status/1796628190594482248,2,0,0,3,0,844,,,trying too get youtube bigger and play ps5,false,2016-04-12 11:12:22,"Bridport, England",67,342,141,199,https://pbs.twimg.com/profile_banners/719815411269767169/1519312311,https://x.com/mc_steveo87,https://pbs.twimg.com/profile_images/915216429288484864/xlRdZwtZ_normal.jpg,1060,false,false
1796682773278904640,Titan86,@Titanfan86,"@PlayStation Genuine question, why is everyone so excited about Astro Bot? I only played the original version  for a few minutes to learn about the controller features. Should I give it another go?",2024-06-01 01:18:48,https://x.com/Titanfan86/status/1796682773278904640,0,0,0,1,0,206,,,Fan of the Titans and Grizz,true,2021-08-27 17:45:23,"Murfreesboro ",681,616,68727,2754,https://pbs.twimg.com/profile_banners/1431281565523456011/1644992343,https://x.com/Titanfan86,https://pbs.twimg.com/profile_images/1628231074642812929/C5eVkzZT_normal.jpg,21328,false,false
1796689245458854347,Mugi 𒉭,@mugi_xddd,@PlayStation @MrJlpgone ist es kein w für dich mit SH2? Und ist das nicht schon draußen oder was passiert jetzt,2024-06-01 01:44:31,https://x.com/mugi_xddd/status/1796689245458854347,1,0,0,0,0,145,,,Alhamdullilah ❤️☝🏾|| @realmadrid,false,2019-04-28 20:04:15,,345,120,25787,381,https://pbs.twimg.com/profile_banners/1122562184356220929/1690922439,https://x.com/mugi_xddd,https://pbs.twimg.com/profile_images/1766400269863038976/cCV0SvCc_normal.jpg,11282,false,false
1798143775933673534,Steven Connolly,@mrHowlll,@PlayStation Make a Sly Cooper 1-4 collection @PlayStation,2024-06-05 02:04:18,https://x.com/mrHowlll/status/1798143775933673534,0,0,0,1,0,14,,,"Video game enthusiast, anime/manga fan, & furry. Mostly I treat this page as a gaming blog. The profile pic is my ermine fursona.",true,2014-12-05 21:39:19,,191,665,133034,1879,https://pbs.twimg.com/profile_banners/2906753657/1718145815,https://x.com/mrHowlll,https://pbs.twimg.com/profile_images/1373066004125921281/7BMH3Rff_normal.png,9466,false,false
